#r (a.u)	f1(r)	f2(r)	f3(r)	f4(r)
32.9	3.55363232798024E-13	-2.59003265643642E-05	-0.0125181043738798	-0.138702141577068
33	3.23121263904881E-13	-2.47882419166307E-05	-0.0122105628028711	-0.136642226663137
33.1	2.93583776882717E-13	-2.37230660125169E-05	-0.0119091840923484	-0.13458297619932
33.2	2.6702151702956E-13	-2.27028265736899E-05	-0.0116138379375004	-0.132524626593367
33.3	2.42808793761939E-13	-2.1725632371346E-05	-0.0113243958685857	-0.130467405257981
33.4	2.21058546186222E-13	-2.07896699178502E-05	-0.0110407312292195	-0.12841153069915
33.5	2.0097210175311E-13	-1.98932002909009E-05	-0.0107627191541493	-0.126357212604996
33.6	1.82380770597765E-13	-1.90345560813501E-05	-0.0104902365465338	-0.124304651935019
33.7	1.65731698411196E-13	-1.82121384675635E-05	-0.0102231620547506	-0.122254041009674
33.8	1.50384592152967E-13	-1.74244143858106E-05	-0.00996137604876261	-0.120205563600195
33.9	1.36853456431261E-13	-1.66699138449049E-05	-0.00970476059606175	-0.118159395018574
34	1.24583837131799E-13	-1.59472273167491E-05	-0.00945319943720759	-0.116115702207629
34.1	1.12879717166979E-13	-1.52550032469582E-05	-0.00920657796099985	-0.114074643831087
34.2	1.03065858615256E-13	-1.45919456645257E-05	-0.00896478317927091	-0.112036370363594
34.3	9.43218209518493E-14	-1.39568118726361E-05	-0.00872770370135884	-0.110001024180608
34.4	8.60014313115703E-14	-1.33484102468366E-05	-0.00849522970824563	-0.107968739648067
34.5	7.91234135429049E-14	-1.27655981140364E-05	-0.00826725292638911	-0.105939643211821
34.6	7.24638189639235E-14	-1.2207279706938E-05	-0.00804366660127219	-0.103913853486694
34.7	6.64504605225186E-14	-1.16724042184796E-05	-0.00782436547066894	-0.101891481345189
34.8	6.06650229051285E-14	-1.11599639138014E-05	-0.00760924573765576	-0.099872630005708
34.9	5.54254159805472E-14	-1.0668992330817E-05	-0.00739820504336766	-0.0978573951202826
35	5.09284975352154E-14	-1.01985625449303E-05	-0.00719114243952646	-0.0958458648617187
35.1	4.66175946586986E-14	-9.7477854998062E-06	-0.00698795836073255	-0.0938381200101222
35.2	4.18800489829714E-14	-9.31580841048744E-06	-0.00678855459656076	-0.0918342340387564
35.3	3.82917019210675E-14	-8.90181323451323E-06	-0.0065928342634343	-0.0898342731991641
35.4	3.46599065823591E-14	-8.50501517781113E-06	-0.00640070177631058	-0.087838296605512
35.5	3.08626723312903E-14	-8.12466129258593E-06	-0.00621206282018033	-0.0858463563181193
35.6	2.80061892950883E-14	-7.76002910917841E-06	-0.00602682432138712	-0.0838584974261101
35.7	2.50683822339512E-14	-7.41042532062332E-06	-0.00584489441877191	-0.081874758129156
35.8	2.29199427091457E-14	-7.07518453352538E-06	-0.00566618243464767	-0.0798951698182603
35.9	2.07789352068996E-14	-6.75366804881532E-06	-0.00549059884561837	-0.0779197571555407
36	1.87135136044033E-14	-6.44526270597123E-06	-0.00531805525323171	-0.075948538152982
36.1	1.67185111116053E-14	-6.1493797614386E-06	-0.0051484643544885	-0.0739815242501099
36.2	1.4829761104936E-14	-5.86545380858333E-06	-0.00498173991218247	-0.0720187203905544
36.3	1.35942145932372E-14	-5.59294175785109E-06	-0.00481779672511555	-0.0700601250974521
36.4	1.18361169964926E-14	-5.33132182054072E-06	-0.0046565505981466	-0.0681057305476883
36.5	1.04197606238048E-14	-5.0800925709463E-06	-0.00449791831210011	-0.0661555226449001
36.6	9.46674313177683E-15	-4.83877201405942E-06	-0.00434181759353374	-0.0642094810912506
36.7	8.02303412020414E-15	-4.60689669672802E-06	-0.00418816708434834	-0.0622675794579138
36.8	7.5598301604395E-15	-4.38402086453455E-06	-0.00403688631126549	-0.0603297852542515
36.9	6.52447406114582E-15	-4.1697156216127E-06	-0.00388789565514537	-0.0583960599956636
37	5.88600294959837E-15	-3.96356815251241E-06	-0.00374111632015985	-0.0564663592700634
37.1	5.26193504603176E-15	-3.76518094995685E-06	-0.00359647030280947	-0.0545406328029691
37.2	4.52822891454193E-15	-3.57417107661758E-06	-0.00345388036078122	-0.0526188245211808
37.3	3.74671711346386E-15	-3.39016945514914E-06	-0.003313269981655	-0.05070087261501
37.4	3.19550417636988E-15	-3.21282018315607E-06	-0.00317456335143512	-0.048786709599058
37.5	2.93111948651886E-15	-3.04177986224618E-06	-0.00303768532291728	-0.0468762623714923
37.6	2.31991844391701E-15	-2.87671695999865E-06	-0.00290256138387822	-0.0449694522718302
37.7	1.96953653451785E-15	-2.71731119422038E-06	-0.00276911762508274	-0.0430661951371861
37.8	2.09233001500541E-15	-2.56325292201953E-06	-0.00263728070810273	-0.0411664013569719
37.9	2.02990639020465E-15	-2.41424256225078E-06	-0.00250697783293722	-0.0392699759260203
38	1.96509575749481E-15	-2.2699900348799E-06	-0.00237813670543538	-0.0373768184961378
38.1	1.64997187570869E-15	-2.13021420954768E-06	-0.00225068550449985	-0.035486823426034
38.2	1.35944947586117E-15	-1.99464237213701E-06	-0.00212455284907007	-0.0335998798296424
38.3	1.57442498341863E-15	-1.8630097128767E-06	-0.00199966776487623	-0.0317158716227878
38.4	1.25734600366623E-15	-1.73505881805469E-06	-0.00187595965095212	-0.0298346775682119
38.5	1.47845388794031E-15	-1.61053918850127E-06	-0.00175335824589358	-0.0279561713189158
38.6	1.28658343750523E-15	-1.48920674757708E-06	-0.0016317935938509	-0.0260802214598191
38.7	9.94256231812062E-16	-1.37082339091465E-06	-0.00151119601025792	-0.0242066915477169
38.8	6.92587626356854E-16	-1.25515651699731E-06	-0.00139149604725633	-0.0223354401495246
38.9	4.52228805048726E-16	-1.1419785879304E-06	-0.00127262445883154	-0.0204663208787848
39	5.98005032402706E-16	-1.03106668818055E-06	-0.00115451216563269	-0.0185991824304388
39.1	4.40741518971442E-16	-9.22202093617689E-07	-0.00103709021945577	-0.0167338686138356
39.2	3.49711214023659E-16	-8.15169850190915E-07	-0.000920289767399564	-0.0148702183839758
39.3	7.00826691570924E-16	-7.09758357698591E-07	-0.000804042015644663	-0.0130080658709746
39.4	6.34766157221728E-16	-6.05758952096518E-07	-0.000688278192873927	-0.0111472404077261
39.5	4.96853755190943E-16	-5.02965506671467E-07	-0.000572929513290716	-0.00928756655576839
39.6	5.06308915116453E-16	-4.01174024067065E-07	-0.000457927139237115	-0.00742886412932926
39.7	3.70426774717398E-16	-3.00182236616556E-07	-0.000343202143380783	-0.00557094821754072
39.8	4.02227020867184E-16	-1.99789211796189E-07	-0.000228685470464713	-0.00371362920482186
39.9	1.66318186794769E-16	-9.97949512358152E-08	-0.000114307898586453	-0.0018567127894047
