#r (a.u)	f1(r)	f2(r)	f3(r)	f4(r)
33.7	1.55932218000294E-13	-1.8166955380255E-05	0.0107493810119514	-0.150869147118494
33.8	1.4151198002111E-13	-1.73868970493359E-05	0.0104999426249262	-0.149408210652549
33.9	1.28424166974415E-13	-1.66400228951332E-05	0.0102559580120213	-0.147952246552296
34	1.16545773344857E-13	-1.59249365084577E-05	0.010017318348679	-0.146501464612018
34.1	1.05765138332354E-13	-1.5240299488622E-05	0.00978391665053167	-0.145056068229686
34.2	9.59809005950354E-14	-1.45848290709797E-05	0.00955564775333869	-0.143616254499553
34.3	8.71010491941111E-14	-1.39572958496416E-05	0.00933240829272426	-0.142182214304894
34.4	7.90420618967695E-14	-1.33565215916427E-05	0.00911409668373987	-0.140754132410844
34.5	7.17281228052453E-14	-1.27813771389762E-05	0.00890061310027119	-0.13933218755727
34.6	6.50904120177503E-14	-1.2230780395045E-05	0.00869185945430982	-0.137916552551647
34.7	5.90664606968675E-14	-1.17036943922149E-05	0.0084877393751088	-0.136507394361855
34.8	5.35995655295033E-14	-1.11991254372782E-05	0.00828815818824034	-0.13510487420888
34.9	4.8638257115133E-14	-1.07161213317578E-05	0.00809302289457334	-0.133709147659357
35	4.41358173210289E-14	-1.0253769664101E-05	0.00790224214918746	-0.132320364717913
35.1	4.00498410990599E-14	-9.81119617092377E-06	0.00771572624024007	-0.130938669919264
35.2	3.63418386726893E-14	-9.3875631645751E-06	0.00753338706780133	-0.129564202420041
35.3	3.29768743788644E-14	-8.98206802439678E-06	0.00735513812267202	-0.128197096090278
35.4	2.99232387910065E-14	-8.59394174915391E-06	0.00718089446519856	-0.126837479604551
35.5	2.71521510594897E-14	-8.22244756820918E-06	0.00701057270409826	-0.125485476532717
35.6	2.46374886876889E-14	-7.86687960910796E-06	0.00684409097530801	-0.124141205430224
35.7	2.23555422174941E-14	-7.52656161933023E-06	0.00668136892086817	-0.122804779927955
35.8	2.02847925305208E-14	-7.20084574005347E-06	0.00652232766785375	-0.121476308821576
35.9	1.84057086822276E-14	-6.88911132985339E-06	0.00636688980736368	-0.120155896160364
36	1.67005643777537E-14	-6.59076383634988E-06	0.00621497937357877	-0.118843641335472
36.1	1.51532713722858E-14	-6.30523371388363E-06	0.00606652182289838	-0.117539639167623
36.2	1.3749228236769E-14	-6.03197538538234E-06	0.00592144401316532	-0.116243979994187
36.3	1.24751830732638E-14	-5.77046624664804E-06	0.00577967418298793	-0.114956749755628
36.4	1.1319108894545E-14	-5.52020571136583E-06	0.00564114193116783	-0.1136780300813
36.5	1.02700905008569E-14	-5.28071429520038E-06	0.0055057781962416	-0.112407898374561
36.6	9.31822179417942E-15	-5.05153273741115E-06	0.00537351523614375	-0.111146427897185
36.7	8.45451256791786E-15	-4.83222115847803E-06	0.00524428660799841	-0.109893687853059
36.8	7.67080389851854E-15	-4.6223582522888E-06	0.00511802714804633	-0.108649743471144
36.9	6.95969134595278E-15	-4.42154051149651E-06	0.00499467295171371	-0.107414656087674
37	6.31445524305061E-15	-4.22938148470959E-06	0.00487416135382876	-0.106188483227587
37.1	5.72899741998884E-15	-4.0455110642303E-06	0.00475643090899178	-0.104971278685169
37.2	5.19778377045472E-15	-3.86957480310761E-06	0.00464142137210363	-0.103763092603893
37.3	4.71579212068565E-15	-3.70123326031939E-06	0.0045290736790581	-0.102563971555444
37.4	4.27846491223018E-15	-3.54016137294569E-06	0.0044193299276022	-0.101373958617915
37.5	3.8816662543514E-15	-3.38604785423986E-06	0.00431213335836897	-0.100193093453164
37.6	3.52164294292134E-15	-3.23859461654756E-06	0.00420742833608669	-0.0990214123833149
37.7	3.19498907981249E-15	-3.09751621806538E-06	0.00410516033096805	-0.0978589484664052
37.8	2.89861396053149E-15	-2.96253933247093E-06	0.00400527590028286	-0.096705731571158
37.9	2.62971292846982E-15	-2.83340224049453E-06	0.0039077226701171	-0.0955617884508772
38	2.3857409219565E-15	-2.70985434253986E-06	0.00381244931732145	-0.0944271428164569
38.1	2.16438846554671E-15	-2.59165569149643E-06	0.00371940555165167	-0.0933018154084982
38.2	1.96355987990178E-15	-2.47857654492082E-06	0.00362854209810328	-0.0921858240685267
38.3	1.7813535054283E-15	-2.37039693579666E-06	0.00353981067944256	-0.0910791838093065
38.4	1.6160437537364E-15	-2.26690626111478E-06	0.00345316399893576	-0.0899819068842455
38.5	1.46606481813057E-15	-2.16790288754545E-06	0.00336855572327827	-0.088894002855888
38.6	1.32999588991766E-15	-2.07319377350362E-06	0.00328594046572508	-0.0878154786634909
38.7	1.20654774145389E-15	-1.98259410693636E-06	0.00320527376942385	-0.0867463386896823
38.8	1.09455054968561E-15	-1.8959269581883E-06	0.00312651209095166	-0.0856865848261982
38.9	9.92942845589656E-16	-1.81302294732705E-06	0.00304961278405631	-0.0846362165386982
39	9.00761485495231E-16	-1.73371992533533E-06	0.00297453408360286	-0.0835952309306565
39.1	8.17132549870462E-16	-1.65786266860033E-06	0.00290123508972597	-0.0825636228063304
39.2	7.41263083872705E-16	-1.58530258615404E-06	0.00282967575218849	-0.0815413847328049
39.3	6.72433601873528E-16	-1.51589743914E-06	0.0027598168549464	-0.080528507101114
39.4	6.0999128535172E-16	-1.44951107200333E-06	0.00269162000092032	-0.0795249781864403
39.5	5.53343810067323E-16	-1.38601315492119E-06	0.00262504759697344	-0.078530784207394
39.6	5.01953744347971E-16	-1.32527893701033E-06	0.00256006283909576	-0.0775459093843733
39.7	4.55333465691141E-16	-1.26718900986719E-06	0.00249662969779436	-0.0765703359970091
39.8	4.13040547762348E-16	-1.21162908101389E-06	0.00243471290368912	-0.0756040444406957
39.9	3.74673574295967E-16	-1.15848975684114E-06	0.00237427793331356	-0.0746470132822116
